Cluster,FIPS Code
0,1011
0,18087
0,35029
0,28053
0,28055
0,28103
0,28119
0,28135
0,20175
0,53001
0,12051
0,21013
0,21051
0,21131
0,21189
0,13259
0,6025
0,6047
0,6107
0,39075
0,48017
0,48061
0,48079
0,48095
0,48109
0,48127
0,48163
0,48165
0,48169
0,48215
0,48229
0,48261
0,48271
0,48283
0,48323
0,48341
0,48369
0,48377
0,48389
0,48427
0,48445
0,48465
0,48479
0,48489
0,48505
0,48507
1,1005
1,1013
1,1021
1,1023
1,1025
1,1027
1,1029
1,1035
1,1037
1,1049
1,1053
1,1057
1,1059
1,1063
1,1065
1,1071
1,1079
1,1085
1,42053
1,1099
1,1105
1,1107
1,42067
1,1111
1,1119
1,42087
1,1129
1,1131
1,1133
1,42109
1,34011
1,26013
1,18025
1,18027
1,18079
1,18117
1,51025
1,51027
1,51029
1,51036
1,51051
1,51077
1,51081
1,51105
1,51111
1,51135
1,51139
1,51167
1,51169
1,51183
1,51195
1,2050
1,2158
1,2188
1,35019
1,35025
1,35031
1,51580
1,51595
1,51640
1,36005
1,28005
1,28013
1,28017
1,28027
1,28041
1,28051
1,28079
1,28083
1,28091
1,28097
1,28123
1,28133
1,28139
1,28141
1,28145
1,28147
1,28151
1,28153
1,28157
1,28163
1,20055
1,20057
1,20067
1,20081
1,12003
1,12007
1,12013
1,12027
1,12029
1,12043
1,12047
1,12049
1,12059
1,53021
1,53025
1,12067
1,12077
1,12093
1,12107
1,53077
1,12121
1,12123
1,12125
1,12133
1,4027
1,45005
1,45009
1,45021
1,45025
1,45033
1,45049
1,45061
1,45069
1,45081
1,45089
1,37007
1,37015
1,37061
1,37123
1,37155
1,37163
1,37177
1,37193
1,29007
1,29017
1,29055
1,29063
1,29065
1,29067
1,29069
1,29081
1,29123
1,29133
1,29141
1,29143
1,29153
1,29155
1,29163
1,29179
1,29181
1,29185
1,21001
1,21011
1,29211
1,21023
1,29215
1,21025
1,21027
1,29221
1,21031
1,29223
1,29229
1,21041
1,21043
1,21045
1,21053
1,21057
1,21061
1,21063
1,21065
1,21071
1,21075
1,21081
1,21085
1,21087
1,21095
1,21097
1,21099
1,21103
1,21109
1,21119
1,21121
1,21125
1,21127
1,21129
1,21133
1,21135
1,21137
1,21139
1,21141
1,21147
1,21153
1,21155
1,21159
1,21165
1,21169
1,21171
1,21175
1,21177
1,21181
1,21183
1,21187
1,21191
1,13001
1,21193
1,13003
1,21195
1,13005
1,21197
1,13007
1,21201
1,13011
1,21203
1,21207
1,13017
1,13025
1,21219
1,21223
1,13033
1,13035
1,13037
1,21229
1,21231
1,21233
1,54001
1,13043
1,21235
1,21237
1,54005
1,54007
1,13049
1,54013
1,13055
1,54015
1,54017
1,54019
1,13061
1,54023
1,13065
1,54027
1,13069
1,13071
1,54031
1,13075
1,54043
1,54045
1,54047
1,13091
1,13093
1,54053
1,54059
1,13101
1,54063
1,13105
1,13107
1,13109
1,54071
1,54075
1,54077
1,13119
1,13125
1,54085
1,54087
1,13129
1,13131
1,54099
1,13141
1,54101
1,54103
1,13149
1,54109
1,13159
1,13161
1,13163
1,13165
1,13167
